customer_key,customer_id,first_name,last_name,email,signup_date,birth_year,acquisition_channel_key,home_geography_key
3824,CUST-003824,Richard,Lee,richard.lee3824@example.com,2024-08-14,1966,1,21
3825,CUST-003825,David,Smith,david.smith3825@example.com,2024-08-11,1992,3,6
3826,CUST-003826,Ashley,Scott,ashley.scott3826@example.com,2024-01-21,1983,2,25
3827,CUST-003827,Andrew,Johnson,andrew.johnson3827@example.com,2024-02-07,2002,1,17
3828,CUST-003828,Jessica,Martin,jessica.martin3828@example.com,2024-02-09,1982,5,31
3829,CUST-003829,Michael,Taylor,michael.taylor3829@example.com,2024-05-27,1987,2,46
3830,CUST-003830,David,Scott,david.scott3830@example.com,2024-01-19,1995,3,21
3831,CUST-003831,Joseph,Johnson,joseph.johnson3831@example.com,2024-07-16,1994,2,9
3832,CUST-003832,Mary,Anderson,mary.anderson3832@example.com,2024-08-25,1984,4,13
3833,CUST-003833,Joseph,Flores,joseph.flores3833@example.com,2024-08-15,1993,6,34
3834,CUST-003834,Betty,Hill,betty.hill3834@example.com,2024-10-21,2003,4,40
3835,CUST-003835,Ashley,White,ashley.white3835@example.com,2024-10-30,1984,3,27
3836,CUST-003836,Barbara,Torres,barbara.torres3836@example.com,2024-01-01,1973,3,45
3837,CUST-003837,Patricia,Martin,patricia.martin3837@example.com,2024-07-02,1969,2,18
3838,CUST-003838,James,Harris,james.harris3838@example.com,2024-02-04,1978,2,38
3839,CUST-003839,Joseph,Lewis,joseph.lewis3839@example.com,2024-05-19,1990,6,28
3840,CUST-003840,Elizabeth,Lewis,elizabeth.lewis3840@example.com,2024-07-31,1998,1,13
3841,CUST-003841,Karen,Nguyen,karen.nguyen3841@example.com,2024-10-09,2000,2,20
3842,CUST-003842,Sarah,Gonzalez,sarah.gonzalez3842@example.com,2024-09-02,1978,3,32
3843,CUST-003843,Betty,Jackson,betty.jackson3843@example.com,2024-05-17,1992,4,37
3844,CUST-003844,Christopher,Smith,christopher.smith3844@example.com,2024-09-29,1992,1,16
3845,CUST-003845,Barbara,Wilson,barbara.wilson3845@example.com,2024-06-03,1986,4,30
3846,CUST-003846,David,Martin,david.martin3846@example.com,2024-02-26,1978,2,7
3847,CUST-003847,Kevin,Miller,kevin.miller3847@example.com,2024-06-16,1985,1,32
3848,CUST-003848,Mary,Harris,mary.harris3848@example.com,2024-03-30,1973,3,25
3849,CUST-003849,Sarah,Hernandez,sarah.hernandez3849@example.com,2024-07-07,1987,1,15
3850,CUST-003850,Elizabeth,Flores,elizabeth.flores3850@example.com,2024-06-22,1980,1,26
3851,CUST-003851,Jennifer,Lee,jennifer.lee3851@example.com,2024-11-23,1985,4,38
3852,CUST-003852,Robert,Moore,robert.moore3852@example.com,2024-01-11,1968,1,37
3853,CUST-003853,Michelle,Hill,michelle.hill3853@example.com,2024-02-16,1988,1,25
3854,CUST-003854,Kevin,Rodriguez,kevin.rodriguez3854@example.com,2024-03-08,2002,1,37
3855,CUST-003855,Linda,Thompson,linda.thompson3855@example.com,2024-12-16,1993,1,44
3856,CUST-003856,Susan,Walker,susan.walker3856@example.com,2024-01-03,1989,6,12
3857,CUST-003857,Susan,Davis,susan.davis3857@example.com,2024-04-28,1983,2,28
3858,CUST-003858,James,Lopez,james.lopez3858@example.com,2024-03-18,2001,1,36
3859,CUST-003859,Joshua,Thomas,joshua.thomas3859@example.com,2024-11-25,1993,2,32
3860,CUST-003860,Ashley,Garcia,ashley.garcia3860@example.com,2024-11-05,2000,1,34
3861,CUST-003861,Donna,Perez,donna.perez3861@example.com,2024-08-08,1998,1,7
3862,CUST-003862,Sarah,Young,sarah.young3862@example.com,2024-02-02,1985,2,5
3863,CUST-003863,James,Lewis,james.lewis3863@example.com,2024-10-23,1957,4,23
3864,CUST-003864,Charles,Thompson,charles.thompson3864@example.com,2024-04-21,1997,1,11
3865,CUST-003865,Sandra,Robinson,sandra.robinson3865@example.com,2024-09-30,1976,1,30
3866,CUST-003866,Charles,Thomas,charles.thomas3866@example.com,2024-08-15,2003,4,40
3867,CUST-003867,Richard,Flores,richard.flores3867@example.com,2024-12-24,1968,6,19
3868,CUST-003868,Margaret,Clark,margaret.clark3868@example.com,2024-12-30,1988,1,30
3869,CUST-003869,Anthony,Jones,anthony.jones3869@example.com,2024-03-05,2002,3,46
3870,CUST-003870,Christopher,Walker,christopher.walker3870@example.com,2024-10-07,2000,3,21
3871,CUST-003871,Patricia,Martinez,patricia.martinez3871@example.com,2024-03-08,1993,3,45
3872,CUST-003872,Emily,Lewis,emily.lewis3872@example.com,2024-01-13,1989,5,15
3873,CUST-003873,Nancy,Thomas,nancy.thomas3873@example.com,2024-03-10,1996,3,28
3874,CUST-003874,Donna,Martinez,donna.martinez3874@example.com,2024-02-06,1971,2,16
3875,CUST-003875,Steven,White,steven.white3875@example.com,2024-07-31,1994,2,25
3876,CUST-003876,Kevin,Martin,kevin.martin3876@example.com,2024-04-08,2003,1,19
3877,CUST-003877,Nancy,Thomas,nancy.thomas3877@example.com,2024-10-18,1977,3,15
3878,CUST-003878,John,Wilson,john.wilson3878@example.com,2024-03-14,1993,2,20
3879,CUST-003879,Matthew,Harris,matthew.harris3879@example.com,2024-11-09,1994,6,20
3880,CUST-003880,Thomas,Miller,thomas.miller3880@example.com,2024-09-08,1980,1,18
3881,CUST-003881,Nancy,Torres,nancy.torres3881@example.com,2024-02-06,1970,2,31
3882,CUST-003882,David,Williams,david.williams3882@example.com,2024-02-18,1998,1,7
3883,CUST-003883,Daniel,Hernandez,daniel.hernandez3883@example.com,2024-12-24,1988,1,38
3884,CUST-003884,Lisa,Jones,lisa.jones3884@example.com,2024-03-14,1986,6,28
3885,CUST-003885,Joseph,Thomas,joseph.thomas3885@example.com,2024-09-07,1964,2,41
3886,CUST-003886,Michelle,Walker,michelle.walker3886@example.com,2024-07-29,1993,2,29
3887,CUST-003887,William,Hernandez,william.hernandez3887@example.com,2024-05-22,1974,3,13
3888,CUST-003888,Mary,Martin,mary.martin3888@example.com,2024-07-27,1982,1,10
3889,CUST-003889,David,Torres,david.torres3889@example.com,2024-08-02,1991,2,24
3890,CUST-003890,Elizabeth,Brown,elizabeth.brown3890@example.com,2024-08-03,1976,4,8
3891,CUST-003891,Barbara,Hill,barbara.hill3891@example.com,2024-04-28,1977,3,44
3892,CUST-003892,Susan,Taylor,susan.taylor3892@example.com,2024-12-16,1970,5,32
3893,CUST-003893,Linda,Martin,linda.martin3893@example.com,2024-08-11,1971,3,3
3894,CUST-003894,Elizabeth,Gonzalez,elizabeth.gonzalez3894@example.com,2024-05-29,1969,2,11
3895,CUST-003895,James,Jackson,james.jackson3895@example.com,2024-06-25,1962,4,37
3896,CUST-003896,Lisa,Davis,lisa.davis3896@example.com,2024-09-23,1992,3,38
3897,CUST-003897,Joseph,Flores,joseph.flores3897@example.com,2024-09-28,1997,1,37
3898,CUST-003898,Jessica,Gonzalez,jessica.gonzalez3898@example.com,2024-08-15,1981,5,21
3899,CUST-003899,Sarah,Lee,sarah.lee3899@example.com,2024-02-02,1978,2,46
3900,CUST-003900,Mark,Smith,mark.smith3900@example.com,2024-07-21,1995,3,20
3901,CUST-003901,Margaret,Gonzalez,margaret.gonzalez3901@example.com,2024-01-03,1997,6,3
3902,CUST-003902,Mary,Brown,mary.brown3902@example.com,2024-12-12,1985,2,29
3903,CUST-003903,Thomas,Wright,thomas.wright3903@example.com,2024-04-14,1994,4,42
3904,CUST-003904,Joshua,Harris,joshua.harris3904@example.com,2024-01-12,1965,2,9
3905,CUST-003905,Kevin,Sanchez,kevin.sanchez3905@example.com,2024-09-12,1978,3,18
3906,CUST-003906,James,Perez,james.perez3906@example.com,2024-11-23,1980,3,29
3907,CUST-003907,Kevin,Rodriguez,kevin.rodriguez3907@example.com,2024-01-13,1984,2,44
3908,CUST-003908,Patricia,Davis,patricia.davis3908@example.com,2024-04-06,1996,3,13
3909,CUST-003909,Joshua,Wilson,joshua.wilson3909@example.com,2024-07-10,2000,3,1
3910,CUST-003910,John,Miller,john.miller3910@example.com,2024-06-18,1992,1,31
3911,CUST-003911,Patricia,Wright,patricia.wright3911@example.com,2024-01-25,1994,2,45
3912,CUST-003912,Robert,Jackson,robert.jackson3912@example.com,2024-05-10,1981,1,26
3913,CUST-003913,John,Thompson,john.thompson3913@example.com,2024-07-26,1989,2,26
3914,CUST-003914,Nancy,Gonzalez,nancy.gonzalez3914@example.com,2024-09-24,1981,1,38
3915,CUST-003915,Donald,Martin,donald.martin3915@example.com,2024-08-22,1991,2,32
3916,CUST-003916,James,Miller,james.miller3916@example.com,2024-07-25,1985,1,24
3917,CUST-003917,Ashley,Lewis,ashley.lewis3917@example.com,2024-10-08,1993,1,1
3918,CUST-003918,Elizabeth,Robinson,elizabeth.robinson3918@example.com,2024-12-02,1998,6,43
3919,CUST-003919,Susan,Walker,susan.walker3919@example.com,2024-12-25,1998,1,29
3920,CUST-003920,Margaret,King,margaret.king3920@example.com,2024-08-04,1997,3,41
3921,CUST-003921,Mark,Thompson,mark.thompson3921@example.com,2024-10-23,1977,2,14
3922,CUST-003922,Anthony,Jones,anthony.jones3922@example.com,2024-08-31,1971,3,6
3923,CUST-003923,Andrew,Wilson,andrew.wilson3923@example.com,2024-07-10,1995,2,44
3924,CUST-003924,Daniel,Ramirez,daniel.ramirez3924@example.com,2024-06-16,1988,1,28
3925,CUST-003925,Jessica,Thomas,jessica.thomas3925@example.com,2024-10-23,1981,4,39
3926,CUST-003926,William,Harris,william.harris3926@example.com,2024-07-23,1980,1,8
3927,CUST-003927,Nancy,Scott,nancy.scott3927@example.com,2024-01-23,2000,2,18
3928,CUST-003928,Margaret,Scott,margaret.scott3928@example.com,2024-09-05,1982,1,15
3929,CUST-003929,James,Martinez,james.martinez3929@example.com,2024-09-20,1991,1,14
3930,CUST-003930,Donald,Harris,donald.harris3930@example.com,2024-08-08,1983,4,28
3931,CUST-003931,John,White,john.white3931@example.com,2024-12-29,2000,1,6
3932,CUST-003932,Karen,Ramirez,karen.ramirez3932@example.com,2024-02-24,1962,1,38
3933,CUST-003933,James,Wright,james.wright3933@example.com,2024-10-15,1967,1,12
3934,CUST-003934,Sandra,Anderson,sandra.anderson3934@example.com,2024-10-11,1971,5,8
3935,CUST-003935,Donald,Robinson,donald.robinson3935@example.com,2024-02-29,1997,4,28
3936,CUST-003936,David,Walker,david.walker3936@example.com,2024-11-30,1986,2,32
3937,CUST-003937,Patricia,Smith,patricia.smith3937@example.com,2024-08-14,1968,1,25
3938,CUST-003938,Sarah,Martinez,sarah.martinez3938@example.com,2024-04-09,1992,1,33
3939,CUST-003939,Patricia,Thompson,patricia.thompson3939@example.com,2024-12-03,1986,5,19
3940,CUST-003940,Michael,Flores,michael.flores3940@example.com,2024-12-30,1968,6,21
3941,CUST-003941,Donald,Miller,donald.miller3941@example.com,2024-07-11,1990,3,29
3942,CUST-003942,Betty,Robinson,betty.robinson3942@example.com,2024-07-27,1992,3,18
3943,CUST-003943,Kimberly,Thomas,kimberly.thomas3943@example.com,2024-04-09,1992,1,34
3944,CUST-003944,Lisa,Martinez,lisa.martinez3944@example.com,2024-03-23,1966,5,11
3945,CUST-003945,Matthew,White,matthew.white3945@example.com,2024-04-10,1975,3,3
3946,CUST-003946,David,Garcia,david.garcia3946@example.com,2024-10-23,1999,1,1
3947,CUST-003947,Sandra,Johnson,sandra.johnson3947@example.com,2024-07-04,1979,2,23
3948,CUST-003948,Linda,Perez,linda.perez3948@example.com,2024-09-09,1975,3,28
3949,CUST-003949,Robert,Miller,robert.miller3949@example.com,2024-01-23,1999,3,7
3950,CUST-003950,James,Johnson,james.johnson3950@example.com,2024-09-15,2002,2,46
3951,CUST-003951,Susan,Taylor,susan.taylor3951@example.com,2024-08-27,1968,3,4
3952,CUST-003952,Joseph,Lee,joseph.lee3952@example.com,2024-05-27,1986,3,24
3953,CUST-003953,Kevin,Lopez,kevin.lopez3953@example.com,2024-02-25,1992,2,39
3954,CUST-003954,Matthew,Thomas,matthew.thomas3954@example.com,2024-12-29,1986,2,16
3955,CUST-003955,Jessica,Martinez,jessica.martinez3955@example.com,2024-01-12,1970,1,8
3956,CUST-003956,David,Clark,david.clark3956@example.com,2024-08-04,1990,4,29
3957,CUST-003957,Andrew,Perez,andrew.perez3957@example.com,2024-05-15,1971,3,34
3958,CUST-003958,Ashley,Rodriguez,ashley.rodriguez3958@example.com,2024-05-28,2005,4,22
3959,CUST-003959,Elizabeth,Johnson,elizabeth.johnson3959@example.com,2024-10-06,1989,1,34
3960,CUST-003960,Matthew,Johnson,matthew.johnson3960@example.com,2024-06-12,1999,1,16
3961,CUST-003961,Susan,Martinez,susan.martinez3961@example.com,2024-09-10,1970,2,12
3962,CUST-003962,Richard,Thomas,richard.thomas3962@example.com,2024-06-12,1969,5,7
3963,CUST-003963,Kevin,Gonzalez,kevin.gonzalez3963@example.com,2024-01-07,1998,1,21
3964,CUST-003964,Patricia,King,patricia.king3964@example.com,2024-10-31,1983,1,36
3965,CUST-003965,James,Martin,james.martin3965@example.com,2024-09-29,1963,1,15
3966,CUST-003966,Nancy,Moore,nancy.moore3966@example.com,2024-02-03,1991,5,37
3967,CUST-003967,Michelle,Brown,michelle.brown3967@example.com,2024-11-14,1977,1,26
3968,CUST-003968,Mark,Clark,mark.clark3968@example.com,2024-08-05,1998,4,43
3969,CUST-003969,Mary,Allen,mary.allen3969@example.com,2024-02-12,1996,1,20
3970,CUST-003970,John,Thompson,john.thompson3970@example.com,2024-10-19,1992,2,16
3971,CUST-003971,Sandra,Smith,sandra.smith3971@example.com,2024-06-26,1968,1,2
3972,CUST-003972,Robert,Thompson,robert.thompson3972@example.com,2024-12-14,1984,1,15
3973,CUST-003973,James,Flores,james.flores3973@example.com,2024-08-09,1986,1,43
3974,CUST-003974,Charles,Rodriguez,charles.rodriguez3974@example.com,2024-02-18,1984,6,14
3975,CUST-003975,Margaret,Hill,margaret.hill3975@example.com,2024-04-29,1987,2,11
3976,CUST-003976,Mary,Miller,mary.miller3976@example.com,2024-07-26,1974,2,13
3977,CUST-003977,Steven,Young,steven.young3977@example.com,2024-09-02,1989,6,20
3978,CUST-003978,Susan,Clark,susan.clark3978@example.com,2024-04-30,1988,2,17
3979,CUST-003979,Mary,Garcia,mary.garcia3979@example.com,2024-12-01,1989,4,19
3980,CUST-003980,Betty,Lopez,betty.lopez3980@example.com,2024-10-30,1996,2,43
3981,CUST-003981,Steven,Smith,steven.smith3981@example.com,2024-10-18,1979,1,13
3982,CUST-003982,Betty,Lee,betty.lee3982@example.com,2024-03-27,1995,6,46
3983,CUST-003983,Andrew,Hill,andrew.hill3983@example.com,2024-01-01,1987,3,28
3984,CUST-003984,Joshua,Wright,joshua.wright3984@example.com,2024-02-24,1997,2,42
3985,CUST-003985,Elizabeth,Ramirez,elizabeth.ramirez3985@example.com,2024-06-14,1962,5,35
3986,CUST-003986,Emily,Gonzalez,emily.gonzalez3986@example.com,2024-10-12,1990,4,23
3987,CUST-003987,John,Jackson,john.jackson3987@example.com,2024-03-04,1976,1,7
3988,CUST-003988,Nancy,Walker,nancy.walker3988@example.com,2024-10-09,1983,3,3
3989,CUST-003989,Donna,Thompson,donna.thompson3989@example.com,2024-07-21,1990,1,36
3990,CUST-003990,Linda,Martin,linda.martin3990@example.com,2024-09-26,1988,1,12
3991,CUST-003991,James,Hill,james.hill3991@example.com,2024-04-04,1993,3,20
3992,CUST-003992,Mark,Scott,mark.scott3992@example.com,2024-09-08,1990,2,26
3993,CUST-003993,Mary,Martinez,mary.martinez3993@example.com,2024-10-28,1995,1,14
3994,CUST-003994,Nancy,Smith,nancy.smith3994@example.com,2024-02-02,1981,2,19
3995,CUST-003995,Sarah,Hernandez,sarah.hernandez3995@example.com,2024-10-19,1977,1,21
3996,CUST-003996,Daniel,Martinez,daniel.martinez3996@example.com,2024-04-02,1996,5,38
3997,CUST-003997,Linda,Scott,linda.scott3997@example.com,2024-01-09,1989,5,30
3998,CUST-003998,Richard,Johnson,richard.johnson3998@example.com,2024-03-10,1974,4,11
3999,CUST-003999,Margaret,Rodriguez,margaret.rodriguez3999@example.com,2024-05-12,1979,3,30
4000,CUST-004000,Charles,Johnson,charles.johnson4000@example.com,2024-12-23,1974,2,13
4001,CUST-004001,Sarah,Martin,sarah.martin4001@example.com,2024-07-19,1965,6,29
4002,CUST-004002,Ashley,Taylor,ashley.taylor4002@example.com,2024-01-26,1978,3,38
4003,CUST-004003,Lisa,Martin,lisa.martin4003@example.com,2024-05-09,1965,1,24
4004,CUST-004004,Sarah,Harris,sarah.harris4004@example.com,2024-12-01,1988,3,41
4005,CUST-004005,Daniel,Allen,daniel.allen4005@example.com,2024-04-11,1980,5,39
4006,CUST-004006,Emily,Anderson,emily.anderson4006@example.com,2024-12-04,1965,2,41
4007,CUST-004007,William,Clark,william.clark4007@example.com,2024-09-10,1994,6,20
4008,CUST-004008,Christopher,Thomas,christopher.thomas4008@example.com,2024-03-19,2002,3,40
4009,CUST-004009,Kimberly,Walker,kimberly.walker4009@example.com,2024-01-03,1967,6,25
4010,CUST-004010,Anthony,Flores,anthony.flores4010@example.com,2024-10-14,1994,5,26
4011,CUST-004011,Margaret,Hill,margaret.hill4011@example.com,2024-12-19,1991,2,34
4012,CUST-004012,Karen,Lee,karen.lee4012@example.com,2024-01-31,1990,4,43
4013,CUST-004013,Sarah,Sanchez,sarah.sanchez4013@example.com,2024-08-25,1996,5,26
4014,CUST-004014,Sarah,Lopez,sarah.lopez4014@example.com,2024-11-04,1976,3,19
4015,CUST-004015,Joseph,Young,joseph.young4015@example.com,2024-03-13,1972,3,28
4016,CUST-004016,James,Thomas,james.thomas4016@example.com,2024-10-14,1967,1,31
4017,CUST-004017,Daniel,Davis,daniel.davis4017@example.com,2024-06-30,2001,1,12
4018,CUST-004018,Karen,Perez,karen.perez4018@example.com,2024-01-12,1980,6,26
4019,CUST-004019,Nancy,Anderson,nancy.anderson4019@example.com,2024-02-03,1996,2,33
4020,CUST-004020,Joseph,Anderson,joseph.anderson4020@example.com,2024-09-08,1982,5,24
4021,CUST-004021,Michael,Davis,michael.davis4021@example.com,2024-03-13,1993,2,25
4022,CUST-004022,Betty,Thompson,betty.thompson4022@example.com,2024-04-04,1970,4,29
4023,CUST-004023,Matthew,Lopez,matthew.lopez4023@example.com,2024-12-07,1991,3,42
4024,CUST-004024,Joseph,King,joseph.king4024@example.com,2024-04-08,1984,3,28
4025,CUST-004025,Jennifer,Taylor,jennifer.taylor4025@example.com,2024-11-19,1976,6,22
4026,CUST-004026,Jennifer,Nguyen,jennifer.nguyen4026@example.com,2024-04-28,1991,1,16
4027,CUST-004027,Daniel,Thompson,daniel.thompson4027@example.com,2024-06-09,1976,1,35
4028,CUST-004028,Anthony,Rodriguez,anthony.rodriguez4028@example.com,2024-08-30,1995,5,38
4029,CUST-004029,Jessica,Lewis,jessica.lewis4029@example.com,2024-05-08,1989,6,24
4030,CUST-004030,Christopher,Walker,christopher.walker4030@example.com,2024-07-10,1963,3,14
4031,CUST-004031,Margaret,Taylor,margaret.taylor4031@example.com,2024-02-21,1995,2,43
4032,CUST-004032,Linda,Allen,linda.allen4032@example.com,2024-12-01,1988,1,35
4033,CUST-004033,Margaret,Torres,margaret.torres4033@example.com,2024-04-29,1999,5,26
4034,CUST-004034,Michelle,Hill,michelle.hill4034@example.com,2024-06-21,1964,2,35
4035,CUST-004035,Karen,Perez,karen.perez4035@example.com,2024-01-17,1978,4,20
4036,CUST-004036,Elizabeth,Rodriguez,elizabeth.rodriguez4036@example.com,2024-12-12,1979,2,24
4037,CUST-004037,Barbara,Wilson,barbara.wilson4037@example.com,2024-05-23,1975,5,43
4038,CUST-004038,Kimberly,Williams,kimberly.williams4038@example.com,2024-06-06,1986,5,27
4039,CUST-004039,Elizabeth,Brown,elizabeth.brown4039@example.com,2024-03-15,1990,4,40
4040,CUST-004040,Robert,Martinez,robert.martinez4040@example.com,2024-10-10,1995,4,27
4041,CUST-004041,David,Walker,david.walker4041@example.com,2024-07-04,1976,2,44
4042,CUST-004042,Michelle,Jones,michelle.jones4042@example.com,2024-02-26,1978,1,27
4043,CUST-004043,Thomas,Gonzalez,thomas.gonzalez4043@example.com,2024-02-13,1985,3,15
4044,CUST-004044,Margaret,Flores,margaret.flores4044@example.com,2024-07-09,1994,4,11
4045,CUST-004045,William,Nguyen,william.nguyen4045@example.com,2024-09-04,1986,3,23
4046,CUST-004046,Anthony,Martinez,anthony.martinez4046@example.com,2024-12-15,1983,6,10
4047,CUST-004047,David,Harris,david.harris4047@example.com,2024-06-22,1974,6,25
4048,CUST-004048,Steven,Davis,steven.davis4048@example.com,2024-08-06,1996,3,20
4049,CUST-004049,Ashley,Anderson,ashley.anderson4049@example.com,2024-11-12,1996,1,41
4050,CUST-004050,Joshua,Jones,joshua.jones4050@example.com,2024-06-13,1988,3,42
4051,CUST-004051,Linda,Johnson,linda.johnson4051@example.com,2024-07-02,1997,2,35
4052,CUST-004052,Mark,Jackson,mark.jackson4052@example.com,2024-06-26,1972,4,2
4053,CUST-004053,Lisa,Gonzalez,lisa.gonzalez4053@example.com,2024-01-29,1993,1,25
4054,CUST-004054,James,Rodriguez,james.rodriguez4054@example.com,2024-11-26,1990,4,30
4055,CUST-004055,Emily,Flores,emily.flores4055@example.com,2024-01-18,1969,4,28
4056,CUST-004056,Patricia,Hernandez,patricia.hernandez4056@example.com,2024-10-31,1991,2,12
4057,CUST-004057,Jessica,Brown,jessica.brown4057@example.com,2024-05-19,2004,4,16
4058,CUST-004058,Anthony,Robinson,anthony.robinson4058@example.com,2024-12-13,1990,3,46
4059,CUST-004059,Elizabeth,Thomas,elizabeth.thomas4059@example.com,2024-08-05,1985,1,26
4060,CUST-004060,Emily,Rodriguez,emily.rodriguez4060@example.com,2024-08-16,1995,1,13
4061,CUST-004061,Jessica,Thomas,jessica.thomas4061@example.com,2024-05-23,1990,1,25
4062,CUST-004062,James,Miller,james.miller4062@example.com,2024-04-30,1985,3,26
4063,CUST-004063,Barbara,Williams,barbara.williams4063@example.com,2024-10-08,1977,3,33
4064,CUST-004064,Matthew,King,matthew.king4064@example.com,2024-03-03,1978,3,23
4065,CUST-004065,Jessica,Wright,jessica.wright4065@example.com,2024-10-16,1980,3,19
4066,CUST-004066,Jessica,Harris,jessica.harris4066@example.com,2024-11-03,2003,4,39
4067,CUST-004067,Ashley,Ramirez,ashley.ramirez4067@example.com,2024-09-03,1995,1,24
4068,CUST-004068,Thomas,Miller,thomas.miller4068@example.com,2024-01-26,1963,6,41
4069,CUST-004069,Jessica,Moore,jessica.moore4069@example.com,2024-10-14,1990,4,22
4070,CUST-004070,Andrew,Hill,andrew.hill4070@example.com,2024-06-13,1998,1,28
4071,CUST-004071,Jennifer,Davis,jennifer.davis4071@example.com,2024-10-26,1977,3,16
4072,CUST-004072,Lisa,Taylor,lisa.taylor4072@example.com,2024-07-05,1988,2,40
4073,CUST-004073,Nancy,Harris,nancy.harris4073@example.com,2024-02-28,1983,2,38
4074,CUST-004074,Mark,Lewis,mark.lewis4074@example.com,2024-12-16,1974,3,20
4075,CUST-004075,Anthony,Martinez,anthony.martinez4075@example.com,2024-08-05,1993,2,34
4076,CUST-004076,Betty,Harris,betty.harris4076@example.com,2024-08-13,1985,6,30
4077,CUST-004077,Susan,Robinson,susan.robinson4077@example.com,2024-02-20,1995,5,46
4078,CUST-004078,Charles,Williams,charles.williams4078@example.com,2024-03-25,1978,1,16
4079,CUST-004079,Matthew,Jones,matthew.jones4079@example.com,2024-06-03,1992,2,42
4080,CUST-004080,Margaret,Wilson,margaret.wilson4080@example.com,2024-04-21,2006,6,30
4081,CUST-004081,Anthony,Miller,anthony.miller4081@example.com,2024-12-16,1992,3,25
4082,CUST-004082,Charles,Allen,charles.allen4082@example.com,2024-04-26,1997,2,41
4083,CUST-004083,Susan,Clark,susan.clark4083@example.com,2024-05-14,1987,5,41
4084,CUST-004084,Andrew,Torres,andrew.torres4084@example.com,2024-07-17,1983,6,4
4085,CUST-004085,Matthew,Scott,matthew.scott4085@example.com,2024-10-13,1975,1,31
4086,CUST-004086,Joseph,Young,joseph.young4086@example.com,2024-12-15,1982,3,38
4087,CUST-004087,Jennifer,Thompson,jennifer.thompson4087@example.com,2024-10-22,1961,4,34
4088,CUST-004088,Kevin,Davis,kevin.davis4088@example.com,2024-12-04,1981,2,28
4089,CUST-004089,Kevin,Anderson,kevin.anderson4089@example.com,2024-05-23,2000,6,34
4090,CUST-004090,Elizabeth,Nguyen,elizabeth.nguyen4090@example.com,2024-02-18,1999,2,25
4091,CUST-004091,Sarah,Walker,sarah.walker4091@example.com,2024-03-04,1985,1,42
4092,CUST-004092,Donna,Sanchez,donna.sanchez4092@example.com,2024-11-29,2000,5,30
4093,CUST-004093,Kimberly,Flores,kimberly.flores4093@example.com,2024-09-23,1981,5,39
4094,CUST-004094,Donna,Flores,donna.flores4094@example.com,2024-08-17,1982,1,25
4095,CUST-004095,Michael,Young,michael.young4095@example.com,2024-03-04,1998,3,40
4096,CUST-004096,Anthony,Thompson,anthony.thompson4096@example.com,2024-09-21,1977,3,36
4097,CUST-004097,James,Ramirez,james.ramirez4097@example.com,2024-02-09,1986,3,17
4098,CUST-004098,Anthony,Thomas,anthony.thomas4098@example.com,2024-02-18,1958,1,32
4099,CUST-004099,Sandra,White,sandra.white4099@example.com,2024-06-29,1988,1,7
4100,CUST-004100,Michael,Clark,michael.clark4100@example.com,2024-11-01,1992,2,43
4101,CUST-004101,Steven,Jones,steven.jones4101@example.com,2024-02-15,1984,6,46
4102,CUST-004102,Donna,Nguyen,donna.nguyen4102@example.com,2024-10-26,2000,2,1
4103,CUST-004103,Linda,Wilson,linda.wilson4103@example.com,2024-11-25,1973,2,42
4104,CUST-004104,Daniel,Gonzalez,daniel.gonzalez4104@example.com,2024-12-15,1979,1,34
4105,CUST-004105,Richard,Clark,richard.clark4105@example.com,2024-03-02,1974,1,43
4106,CUST-004106,Nancy,Moore,nancy.moore4106@example.com,2024-10-23,2001,5,32
4107,CUST-004107,Patricia,Thomas,patricia.thomas4107@example.com,2024-08-31,1980,3,17
4108,CUST-004108,Kimberly,Perez,kimberly.perez4108@example.com,2024-09-14,1994,3,4
4109,CUST-004109,Kevin,Nguyen,kevin.nguyen4109@example.com,2024-10-07,1976,1,39
4110,CUST-004110,Susan,Hill,susan.hill4110@example.com,2024-11-19,1996,6,17
4111,CUST-004111,Michael,Lewis,michael.lewis4111@example.com,2024-05-19,1999,3,17
4112,CUST-004112,Emily,Jones,emily.jones4112@example.com,2024-11-18,1977,6,5
4113,CUST-004113,Ashley,Clark,ashley.clark4113@example.com,2024-04-01,1968,1,14
4114,CUST-004114,Richard,Sanchez,richard.sanchez4114@example.com,2024-01-20,1997,3,32
4115,CUST-004115,Thomas,Thompson,thomas.thompson4115@example.com,2024-05-12,1998,1,16
4116,CUST-004116,Christopher,Anderson,christopher.anderson4116@example.com,2024-02-18,1991,1,26
4117,CUST-004117,James,Walker,james.walker4117@example.com,2024-11-02,1989,3,32
4118,CUST-004118,Robert,Nguyen,robert.nguyen4118@example.com,2024-08-07,1979,1,10
4119,CUST-004119,Andrew,Robinson,andrew.robinson4119@example.com,2024-03-10,1982,6,34
4120,CUST-004120,Michelle,Hill,michelle.hill4120@example.com,2024-03-31,1979,2,15
4121,CUST-004121,Nancy,Garcia,nancy.garcia4121@example.com,2024-08-02,1989,1,4
4122,CUST-004122,Michelle,Walker,michelle.walker4122@example.com,2024-04-08,1966,2,37
4123,CUST-004123,Linda,Walker,linda.walker4123@example.com,2024-12-02,1994,1,25
4124,CUST-004124,Karen,Rodriguez,karen.rodriguez4124@example.com,2024-11-29,1995,1,5
